Left,Right
109,1460
94,701
50,632
149,764
29,949
69,1279
24,1527
142,888
128,1491
84,764
146,364
115,1606
65,1386
117,880
105,374
54,690
146,1448
141,654
96,688
135,859
117,727
42,1235
149,591
121,1326
120,1260
30,1291
108,797
124,826
11,608
61,780
139,987
43,605
54,1237
56,1426
5,399
79,175
82,1467
39,1147
7,768
55,884
100,273
83,165
125,1085
43,1129
66,949
3,1585
127,1302
126,476
22,755
9,843
99,473
135,916
79,866
129,889
95,582
72,1230
94,722
15,847
89,1056
117,1168
148,751
115,910
92,201
16,465
8,223
45,1218
78,893
57,1139
107,546
20,1007
148,657
86,1098
80,378
42,744
22,673
132,966
16,1053
60,1643
20,395
75,1146
83,226
54,307
145,697
69,782
107,1309
121,327
69,1163
141,261
68,1041
112,410
50,536
133,487
70,232
21,1203
15,601
134,497
25,1537
7,1259
104,916
61,546
124,1095
86,1130
31,544
116,788
3,912
116,1193
41,329
125,1495
34,1230
138,1285
58,1291
35,347
83,546
35,1514
99,1014
116,1368
119,865
36,832
106,1426
95,1525
24,985
136,1149
141,1152
79,239
49,1511
143,268
27,1342
98,1143
139,874
92,1164
113,1256
124,509
25,415
37,1365
144,1578
29,1609
36,1257
31,965
7,983
41,229
1,1590
45,1524
29,1348
56,1250
87,653
22,426
131,1121
34,1199
145,762
52,1551
119,436
14,888
81,1344
139,316
145,1076
136,776
40,1465
122,246
88,969
84,314
31,932
141,541
14,1214
39,1236
50,518
103,506
142,1449
85,1295
3,1202
131,551
38,1418
91,749
72,1643
83,490
86,819
20,1162
13,1036
103,1278
50,662
14,356
76,1612
73,1261
59,1062
108,1545
22,1490
109,183
20,849
62,470
21,1149
85,515
128,445
18,538
129,1003
23,1327
98,920
85,678
30,918
38,1594
114,672
23,784
65,644
25,1613
14,623
76,379
109,294
44,1302
138,773
121,876
11,1285
4,1639
126,562
38,543
142,392
99,437
102,282
37,1113
46,791
90,1590
47,551
9,829
78,1309
26,1373
4,431
134,1208
146,780
68,1435
19,1284
106,1604
27,1143
111,846
116,939
27,1014
57,758
99,1363
48,1009
81,598
44,1259
5,657
140,991
146,562
72,245
16,1527
68,530
21,958
101,445
51,452
148,1336
121,332
139,1277
109,1368
113,706
105,314
54,347
61,947
25,356
100,1531
98,1501
65,619
71,1391
79,1037
74,255
59,1299
133,555
103,1247
132,957
76,1520
89,1600
32,1169
108,1093
88,984
125,1601
148,1379
55,1226
146,1089
133,1356
74,333
96,1484
30,1264
9,1071
36,321
43,174
53,386
99,1540
43,1558
125,1310
6,692
146,252
121,818
58,1131
114,1153
63,426
46,491
46,868
140,435
46,1205
129,514
107,1201
112,396
29,1103
105,698
51,1441
9,1199
73,582
130,193
43,1452
62,775
65,193
94,818
143,869
20,252
34,1293
118,393
45,589
35,808
122,1288
59,605
149,261
141,1011
23,1065
138,304
145,1599
93,359
40,817
128,994
21,971
125,1271
135,1257
121,1068
76,1021
33,634
137,1190
120,1245
9,368
40,975
15,1551
125,253
123,199
58,1292
138,595
37,589
131,1027
5,629
35,700
125,1391
100,1111
86,362
33,1203
110,1292
28,1431
14,226
64,553
37,889
72,721
142,1163
111,1646
92,1280
18,863
63,1503
80,694
49,1360
69,1101
77,1529
48,1490
38,354
28,269
17,1152
76,419
143,991
53,977
72,1570
140,387
81,663
14,1403
22,787
88,529
38,1296
124,397
109,1048
21,1422
20,238
89,780
45,1557
20,1051
66,1072
54,243
3,1397
104,565
145,760
11,631
6,747
43,1259
19,983
4,738
29,770
106,204
44,405
63,1532
93,1022
113,574
67,352
32,567
97,1444
48,418
145,1428
50,1447
22,302
148,1360
28,632
139,342
107,1015
52,184
98,1415
100,1165
73,860
135,1502
52,1371
110,454
77,909
6,1292
65,359
134,460
24,1181
55,334
81,425
24,292
44,1579
97,1624
115,1609
64,1640
7,1198
8,963
117,1433
49,1190
75,1171
102,810
26,1099
123,394
9,663
142,152
121,917
30,176
106,307
18,328
110,1392
40,753
39,390
98,1214
24,594
76,645
63,934
148,1019
108,1040
44,1407
93,1444
135,887
88,824
75,190
13,1391
46,1591
138,685
131,736
96,682
65,1077
23,1343
40,1375
31,1127
96,840
13,573
53,561
129,346
15,724
88,929
134,210
107,1588
31,1631
77,402
53,1115
124,893
62,1082
131,361
55,1454
34,737
133,1341
96,417
86,517
93,905
19,260
127,777
51,334
90,286
28,1064
41,1582
19,1208
98,431
90,320
55,371
81,1125
106,1575
8,694
115,823
61,1474
42,1635
84,980
101,219
137,1557
38,1536
110,1527
15,720
55,859
60,1523
47,220
69,1389
95,968
107,1081
29,1318
28,604
124,159
57,1348
95,1158
14,946
88,598
123,437
66,1081
19,1167
79,620
46,613
140,789
61,710
95,1613
28,744
71,859
117,1565
59,684
5,457
7,1236
37,1245
18,1255
4,375
130,1629
122,276
60,1611
132,1094
72,1340
24,1319
145,564
100,1508
84,1562
93,1132
140,788
144,1255
32,607
69,554
121,1629
84,1130
6,912
21,481
109,1267
133,1233
103,798
107,900
68,227
137,1441
52,1638
27,471
70,1021
127,1192
116,607
71,1489
28,1019
46,1444
72,823
41,935
28,886
23,1435
125,654
135,393
33,291
102,223
102,237
149,1159
138,442
24,951
115,1286
19,1147
59,1614
40,907
110,160
37,1056
115,1188
28,380
9,1486
15,841
147,200
94,479
146,858
111,786
40,840
10,291
34,556
17,1203
3,1461
44,696
110,1124
72,295
92,825
141,1350
27,804
60,1348
82,1303
115,291
54,507
69,438
82,1235
141,978
1,754
29,801
67,982
112,1190
145,191
119,1409
87,971
125,1013
66,1104
134,459
122,504
26,1348
60,1437
149,1032
14,872
27,1477
97,567
2,1580
41,1376
124,1013
106,1627
87,415
64,335
104,1419
41,1452
53,359
80,581
108,1550
121,1029
57,444
50,1558
79,831
28,1375
147,279
144,172
94,292
79,335
45,303
13,569
118,1024
85,211
134,548
48,988
15,846
52,1368
76,536
62,1192
67,1203
83,1297
24,570
102,356
97,331
133,774
118,225
59,1129
137,1395
25,322
119,1199
69,536
113,971
31,1194
111,652
136,936
141,1478
18,1354
17,281
9,1485
117,1082
69,598
14,1216
92,237
57,278
50,870
45,823
89,460
138,896
2,306
66,1318
38,1319
100,308
122,1313
109,762
75,548
16,1586
66,830
19,857
105,759
102,361
95,1055
11,565
15,1073
38,675
11,212
99,1403
66,1317
146,1049
123,382
132,937
6,1230
2,1450
14,261
77,348
121,1059
67,1565
33,1616
94,1316
91,755
89,580
27,298
114,1477
104,1206
10,486
31,994
139,1018
59,982
14,1638
58,509
137,429
120,319
7,854
2,264
35,708
45,1291
98,1002
10,171
26,183
23,1509
66,1273
53,555
108,379
16,713
71,608
3,1090
115,1132
50,878
71,844
49,890
95,1228
22,1056
42,1421
145,986
133,677
80,1059
111,471
17,1160
34,727
25,585
88,1405
66,842
83,428
149,1476
54,705
18,619
53,1491
118,1536
86,1103
34,854
43,352
39,195
42,363
93,1406
8,349
149,796
17,1497
79,1548
7,561
81,1524
130,249
106,960
89,1366
65,1358
71,985
140,1392
66,1631
113,191
73,425
55,1023
22,334
146,547
107,383
23,1409
83,1557
92,1580
144,724
35,167
137,978
147,208
15,1616
56,1554
102,1307
21,436
30,1421
4,1025
109,1252
26,696
74,1263
104,1129
97,977
126,166
149,389
133,626
112,210
56,838
2,881
110,675
45,1258
122,1032
13,181
77,1408
136,443
102,999
76,267
23,425
51,1071
42,613
148,1602
12,1278
51,1299
86,750
128,798
18,651
11,189
23,1239
44,1171
113,634
75,492
81,1360
146,172
26,427
62,1400
95,738
40,1253
93,1448
90,944
127,1410
89,1610
138,538
101,1562
18,1127
54,501
4,996
9,1001
102,533
96,1137
18,1315
109,1591
39,604
33,1010
27,967
72,726
19,1308
114,882
118,1282
131,946
40,921
46,328
33,809
94,459
78,584
43,1361
127,1644
71,860
125,897
22,1290
30,1222
110,1470
133,726
57,896
119,196
13,1222
146,1010
104,1333
91,451
52,1442
50,1078
70,324
110,567
77,1205
106,749
49,1631
124,965
61,971
98,281
84,611
128,425
17,1001
8,1502
20,1014
64,1550
1,158
73,698
148,343
112,1399
60,483
15,195
52,344
87,711
99,268
9,1249
35,331
12,796
111,878
61,1562
12,673
105,309
94,1209
64,619
57,1463
17,289
26,836
19,887
108,909
60,1590
34,335
49,608
134,186
1,1282
78,1449
27,1069
103,1258
128,1541
9,685
114,774
26,1626
75,1079
81,701
33,383
70,1236
50,404
33,1380
90,169
32,329
80,1593
4,532
62,1591
14,669
2,989
83,489
138,1066
82,1578
112,1089
43,266
126,1097
132,211
119,933
49,567
119,406
129,769
116,1581
106,157
24,520
148,838
60,1173
79,305
32,313
127,947
110,749
1,1024
106,1060
134,961
107,946
115,691
133,581
26,1379
72,916
127,1001
56,989
2,1293
23,1485
42,920
47,750
36,330
19,205
53,1017
73,470
8,1034
105,660
85,1109
30,764
40,401
1,933
129,1044
54,1534
90,1496
62,1276
55,1129
140,307
86,242
39,315
65,244
59,1010
102,1156
53,377
139,847
59,513
122,443
38,1443
96,1543
20,794
5,666
63,1024
9,1218
132,590
84,970
104,312
41,285
54,1465
94,1162
11,1249
76,353
50,229
130,1044
68,997
145,210
3,903
54,274
120,579
67,743
125,812
54,987
39,1458
67,1283
141,743
141,423
43,379
114,894
116,285
58,909
121,985
14,1149
63,1632
3,1612
106,583
7,1571
111,1457
146,1090
103,1606
68,346
141,648
118,1038
99,1484
73,1146
46,1071
79,1195
51,558
110,1481
20,976
29,544
97,835
1,758
125,926
21,630
149,407
6,345
112,729
16,361
6,1301
112,1429
125,1207
91,1332
145,1169
130,831
26,1577
90,912
128,625
71,420
85,903
99,1643
64,1271
143,989
29,759
5,1596
112,173
41,584
44,200
112,782
44,824
20,1109
70,769
129,1081
92,982
110,169
26,1268
7,1081
94,1440
78,1387
55,1489
38,1190
104,270
13,437
78,545
75,379
36,1288
13,1469
122,1275
80,424
39,1051
137,1554
64,820
94,627
110,721
34,1265
128,1423
134,468
29,545
98,1588
62,700
92,438
12,532
129,298
42,446
52,655
103,1604
124,186
14,309
70,506
28,1646
108,984
132,1281
114,1383
126,621
44,1524
56,1112
147,336
94,704
36,840
39,1143
72,161
39,1581
33,362
70,688
49,409
141,1166
71,256
94,1350
100,736
64,361
69,1309
86,1240
24,1021
122,309
140,661
46,1631
6,1258
145,1185
77,1015
69,1239
38,827
135,1053
62,938
33,894
67,1581
48,1071
101,787
126,806
109,902
8,931
95,1286
108,1087
45,1154
107,1633
93,1600
33,293
14,859
33,1249
55,1467
112,1580
119,1120
22,1000
17,267
96,455
14,1558
62,1367
8,1492
21,1489
50,1368
129,1032
2,1366
57,1316
12,1109
119,794
45,375
84,558
56,163
144,1223
130,364
102,1313
66,456
141,1505
104,989
66,224
133,1641
57,462
25,229
23,535
135,702
89,731
57,1645
56,1446
131,1577
145,1467
99,245
63,481
132,1415
135,229
1,1107
128,1139
114,1061
38,693
11,1122
48,965
93,985
131,1447
118,1377
38,610
36,154
105,574
41,1155
57,1198
73,914
87,1024
69,869
147,311
22,1364
27,793
123,1616
80,1139
69,269
8,1489
68,674
143,1401
86,1528
96,391
71,699
6,662
9,943
25,1253
102,829
41,1045
149,1301
10,204
16,413
23,1040
57,1447
14,1622
96,1270
122,1481
75,918
100,327
82,587
21,1416
29,769
64,1082
69,686
121,302
69,289
14,923
9,660
59,807
89,1147
142,1445
24,1148
73,701
56,1452
96,1455
32,326
35,1442
48,1450
141,694
3,640
145,468
58,1194
72,754
13,795
91,908
84,1193
88,376
105,1277
28,649
129,430
45,760
54,1014
118,1009
68,186
28,931
56,772
146,861
2,1474
95,609
6,151
21,410
32,1305
58,653
1,671
127,1198
70,946
85,1162
23,1596
33,526
90,329
4,809
22,832
147,1021
135,487
140,654
141,279
16,609
92,183
138,1611
115,1066
10,778
49,492
62,1169
145,755
53,514
49,1201
27,1284
70,563
48,1399
147,691
22,213
44,290
96,351
59,546
128,903
112,320
43,885
136,1416
84,455
17,1011
129,1048
91,1497
56,1142
52,529
107,1275
35,1044
96,836
53,1598
16,553
60,709
63,1446
45,635
31,1402
134,831
105,1441
76,1621
1,1612
89,1394
34,1537
74,779
87,1019
82,1547
142,921
2,659
111,1217
13,1508
137,421
17,470
18,1141
56,1318
90,974
36,1315
105,387
28,553
5,1360
58,858
63,164
49,1390
77,1095
127,160
72,1295
112,348
10,690
85,877
54,1255
45,702
145,1579
67,1035
47,257
35,769
48,491
68,1613
54,1403
54,344
111,401
63,670
118,205
18,1238
97,1161
67,1374
56,621
32,1156
128,873
126,857
29,1586
148,1048
19,388
5,1250
42,762
15,881
80,1646
43,701
33,658
30,160
103,1154
45,924
59,159
83,1368
39,1237
119,372
49,217
148,1065
22,279
124,788
142,1250
44,331
144,609
143,497
57,1582
34,1649
96,488
112,1538
63,848
95,1515
137,646
94,705
144,1051
40,159
77,885
40,923
115,429
90,1452
57,1632
137,777
18,959
82,1645
42,811
134,1444
76,1271
57,799
104,1298
29,885
123,1254
76,531
57,1196
110,1119
29,1123
139,877
104,910
103,488
128,1156
10,722
42,947
125,166
46,400
138,1188
129,714
50,1070
65,1499
58,1412
13,1139
38,1580
71,1153
129,930
64,254
53,497
40,694
34,409
4,1538
1,1163
122,1262
114,610
55,1515
24,466
31,754
133,578
14,386
69,961
50,1210
24,955
79,643
48,1554
103,238
48,628
132,561
11,1430
57,948
111,888
86,1105
99,1057
47,845
38,274
24,208
50,532
139,1356
132,855
118,1463
53,1209
51,893
26,305
16,868
112,976
118,513
33,907
32,249
30,1114
103,1354
50,771
19,466
130,1320
80,492
28,823
137,403
89,1252
59,465
132,577
64,1364
70,1644
109,1296
97,1425
141,925
34,1487
21,432
78,984
132,964
85,1579
102,389
73,512
108,603
127,1154
128,1115
15,1279
16,1306
103,1113
74,1591
85,666
112,933
14,1275
104,253
123,169
142,1634
65,1597
73,996
51,1141
144,1044
32,1059
69,1576
99,616
54,204
79,299
91,610
69,1466
59,736
102,695
11,1186
137,181
33,674
101,371
136,480
12,558
53,1204
143,880
9,557
73,1242
123,756
102,324
84,567
2,1519
73,656
90,1117
16,1080
123,1042
121,463
80,979
1,734
105,691
12,1301
76,1428
7,1140
72,174
137,1025
51,753
48,1626
125,1428
93,316
67,350
61,1333
116,1511
44,1333
105,1413
96,1004
140,806
20,1243
29,676
126,587
27,534
59,743
62,372
88,961
24,1634
60,1620
22,486
55,352
54,597
79,770
63,1565
109,1642
110,1495
104,780
103,182
125,960
122,1064
114,462
52,461
31,1331
14,1476
122,846
113,1471
60,1472
125,366
84,789
114,667
134,1063
82,921
63,979
37,1579
64,227
58,1009
130,946
39,965
59,628
18,839
10,1319
128,847
36,420
111,1361
17,212
15,1617
86,192
120,691
135,657
72,852
148,289
135,1055
37,928
129,205
84,944
87,1100
45,408
138,1560
98,1370
1,603
85,1207
143,1203
85,1148
52,1195
60,403
117,1615
143,392
128,1534
65,648
55,238
95,1453
61,650
119,1473
142,509
53,744
19,641
43,317
3,394
62,223
111,402
73,1275
2,1160
7,740
97,1585
119,261
91,401
59,257
24,634
92,245
124,947
1,878
51,670
115,953
30,1001
98,358
69,816
36,452
93,376
149,355
109,466
19,955
141,1232
146,404
127,695
37,1248
22,1095
121,1460
49,380
113,396
30,363
50,1621
30,367
121,809
72,795
146,933
11,820
1,907
92,642
30,526
70,1131
64,934
132,1648
34,906
60,1014
8,881
13,628
121,1222
96,472
78,354
81,1054
75,1365
75,227
82,1190
21,1099
79,701
18,890
43,1628
46,1311
50,1637
3,1257
56,317
89,966
12,608
120,567
9,1183
89,429
30,1060
39,885
80,1484
81,639
149,1129
76,1415
35,1536
135,1533
47,1551
96,901
46,1381
138,409
110,1330
58,1190
43,675
32,681
132,1125
45,693
8,578
50,250
3,930
80,775
124,1554
93,694
145,1138
110,544
27,571
32,701
139,171
79,1119
116,1030
18,1366
45,1326
141,384
120,855
26,1280
48,849
30,280
11,962
140,160
47,834
140,1465
70,796
46,665
18,324
42,834
144,1400
106,1500
81,1171
68,1541
58,362
78,1152
142,803
67,886
25,320
139,905
57,164
136,579
86,834
104,582
130,494
60,1613
25,854
4,1258
45,200
89,1566
140,505
9,258
121,673
104,826
146,769
129,1539
149,904
138,1225
49,556
108,960
22,469
37,1190
69,1618
44,1072
88,1217
63,230
106,872
79,618
130,1632
45,1507
35,1050
51,586
78,1015
42,577
55,1264
129,697
1,188
82,712
138,532
132,836
115,778
110,1570
85,1614
37,1601
6,1558
5,191
58,373
146,1300
93,296
2,1139
48,1421
46,705
103,1451
8,523
140,665
56,1473
4,1380
61,1217
38,911
63,831
76,1402
106,865
4,1041
137,764
78,1176
136,1330
138,727
40,1576
13,1338
147,608
121,372
116,1197
14,818
111,159
128,281
70,649
86,935
17,480
78,1249
47,1082
35,1591
51,155
43,1610
44,1167
140,901
7,468
98,1006
15,947
114,1496
16,648
121,1446
40,1166
18,400
20,845
41,817
17,1153
70,461
144,970
66,1195
142,1560
86,1409
87,576
7,508
44,632
115,982
108,1067
60,1368
108,297
96,1515
3,1229
69,688
145,1177
86,605
13,493
105,486
57,966
21,1380
50,1421
84,1145
17,1624
36,1217
101,289
7,1221
82,666
87,288
95,761
80,1402
114,227
140,1608
62,234
90,1060
142,1628
16,1001
26,1228
98,501
72,1438
28,301
116,1117
148,1409
56,924
22,1302
12,314
89,1167
35,295
99,392
65,551
28,295
102,173
144,1012
132,827
44,1629
22,1371
88,560
6,1088
12,828
61,1178
134,752
11,932
97,241
61,1418
72,1115
3,346
2,812
71,1052
122,1189
29,1428
125,1564
4,1581
115,1124
109,1338
96,1316
68,1440
94,309
95,1149
129,1390
8,1119
83,759
92,1607
68,354
68,1057
102,349
49,1064
114,212
9,758
67,1125
4,344
88,1064
102,261
58,1321
132,1400
16,317
79,198
14,183
69,680
90,1059
57,546
126,1543
130,394
90,623
77,1412
98,1507
117,994
117,494
36,456
124,1138
109,1327
122,1079
57,1406
107,1051
14,735
13,1116
117,1367
76,776
40,460
96,385
1,1557
128,276
110,310
27,1132
92,580
81,1255
22,1538
149,290
20,298
132,683
42,1612
49,636
37,474
94,1579
41,777
130,956
48,1414
133,579
39,213
95,373
17,239
142,583
41,1485
3,447
93,1103
107,1615
99,1039
31,870
63,1427
42,1125
124,615
134,1037
9,890
132,483
74,217
46,681
144,829
87,1366
148,458
107,987
110,547
29,1370
34,778
72,412
16,1173
45,1603
26,1282
68,1240
103,1281
45,1648
78,1436
137,886
19,1639
29,871
60,593
123,772
56,1235
72,1490
79,661
84,709
38,154
125,813
133,907
57,1589
31,368
35,1567
90,220
144,319
136,452
134,312
119,1305
14,488
25,606
106,395
44,639
34,1577
127,870
99,1053
108,915
6,876
137,753
27,955
119,995
31,261
30,1061
103,1542
102,763
63,852
137,1530
5,855
138,1612
113,898
