Left,Right
142,1442
90,575
120,717
91,1215
43,814
131,982
50,607
22,592
145,1261
116,516
77,483
17,516
112,861
109,609
23,1576
140,667
73,487
101,1503
106,1388
15,874
43,945
103,763
134,1613
38,1339
7,1057
46,1233
107,406
124,1459
121,1461
48,171
13,1523
42,738
116,929
118,503
14,200
1,522
14,676
53,357
4,1335
11,1154
89,987
99,1030
12,904
148,672
81,1637
122,697
147,216
76,1274
33,1470
46,1374
18,206
55,1338
49,924
132,1195
47,741
28,501
14,508
140,805
70,1630
15,572
40,1626
29,926
37,1194
53,1647
16,593
137,1058
55,1601
47,873
44,1152
28,355
115,389
7,266
42,269
20,1164
89,1030
139,1259
119,670
139,499
90,235
51,823
12,680
42,1377
32,200
127,903
16,1550
78,219
113,1462
3,1260
18,1029
137,862
88,1303
86,824
53,629
83,409
24,678
40,159
124,1634
5,393
119,691
61,955
110,1414
143,1016
91,614
119,1184
148,1541
25,1299
118,449
65,1454
133,170
102,531
27,1262
136,1162
38,548
123,720
76,1425
149,930
33,1353
70,205
112,1346
106,949
50,348
135,660
17,1501
68,1553
18,1436
26,625
56,693
104,993
118,657
25,1307
6,476
130,434
17,590
30,354
8,1048
45,453
134,634
123,1467
8,1215
70,862
121,320
119,1234
116,1587
82,1201
19,1580
94,1608
64,1321
79,415
145,617
27,1612
2,1138
71,1009
116,429
93,1387
1,1467
65,1065
58,978
143,1358
45,273
101,325
32,1490
37,1205
61,390
105,1035
83,1033
109,1576
56,1068
139,805
126,872
117,1327
81,334
32,712
45,844
144,356
46,1495
1,1258
27,256
50,455
62,1324
119,1379
72,745
74,592
126,1033
11,1228
30,1302
63,1410
102,349
127,1206
141,375
47,1519
13,222
27,1595
16,1457
96,434
107,1307
14,353
131,1561
143,1368
109,810
108,1471
23,817
93,1593
61,243
29,1336
122,1321
39,968
13,885
21,669
137,472
16,527
86,442
106,931
6,400
69,524
81,1549
133,623
27,308
111,1266
25,1615
28,641
18,440
117,810
128,1114
44,1066
56,1254
101,1531
70,1216
36,373
125,563
66,573
145,167
58,422
87,931
115,1278
16,274
126,835
88,989
135,157
15,1259
81,575
11,1195
60,923
94,1110
62,801
38,1497
70,519
42,1134
143,1444
107,394
19,718
11,817
9,230
81,203
52,199
108,196
75,1543
112,499
54,220
81,686
104,223
102,176
8,433
93,1116
145,1373
3,441
118,1448
21,840
83,637
53,1218
107,1001
121,1227
22,1125
75,163
140,816
101,968
127,389
58,1430
6,1244
20,1204
128,1546
79,556
60,1607
48,1521
4,207
43,1634
32,1414
148,1529
2,326
140,1533
58,1111
103,1383
57,984
109,1186
146,1532
12,686
70,1508
18,750
24,273
117,1376
86,557
16,930
38,894
93,1189
31,823
23,753
102,199
83,1256
80,785
14,1100
60,461
3,233
42,1278
11,1128
146,1134
142,1528
97,1572
137,460
104,687
24,930
35,875
108,1300
36,440
46,1399
33,725
137,424
102,1125
82,521
15,1096
101,1414
116,1588
104,214
118,1016
84,1054
75,1003
104,1071
106,744
52,728
86,1312
123,862
117,621
21,215
32,1079
82,373
130,769
116,1583
141,1340
111,690
133,724
38,1170
15,628
60,1216
146,394
23,662
130,1552
59,253
59,1061
103,1592
28,169
55,604
12,272
60,706
97,183
132,863
146,1153
144,1334
112,737
107,592
124,1485
126,394
116,663
19,1400
23,432
8,658
147,1503
114,1103
44,340
140,229
53,1471
40,499
5,1384
93,624
85,257
18,821
120,848
95,772
144,939
84,1469
121,1003
82,1191
26,986
149,1333
95,678
68,1204
114,1420
55,1331
52,1110
54,289
24,1174
123,1551
47,304
125,805
59,973
34,710
113,621
148,198
146,900
118,1495
45,1343
65,1200
78,1182
125,1331
113,994
29,437
78,957
49,846
96,1206
36,1255
57,1407
28,1503
128,1273
106,400
103,425
116,1488
35,835
17,775
92,691
93,1191
131,1045
116,602
52,867
43,713
41,702
74,1047
81,1248
144,1630
24,1648
1,1412
56,822
90,1013
123,1293
119,1356
85,978
34,225
53,1526
108,181
49,1144
94,532
34,1435
139,1368
71,307
24,1491
30,1172
91,1561
35,1629
80,430
48,1132
19,1497
25,1505
11,1091
130,240
145,904
33,1448
136,1170
37,456
19,340
85,760
61,212
17,711
140,642
113,535
115,985
41,709
87,1435
48,922
90,1582
106,192
112,1470
119,1278
16,412
60,1501
115,255
101,1230
87,668
107,682
96,1256
81,791
40,369
117,741
83,1616
92,1219
2,642
22,956
128,188
65,957
149,1530
116,190
82,1218
149,1262
117,742
59,322
116,1242
19,448
44,323
56,312
48,442
100,1616
34,1361
23,427
31,1572
85,276
67,1445
11,1156
6,673
148,899
13,1050
126,288
27,800
9,882
31,280
120,711
27,342
14,159
15,348
9,495
54,1361
89,1593
6,1565
26,258
23,1616
42,870
4,234
119,1148
132,1628
9,601
31,1386
73,637
102,1426
80,411
66,1096
96,1303
17,1241
17,617
16,604
60,1071
68,1031
70,1258
80,920
40,749
84,624
48,1029
133,1162
114,616
47,434
79,1187
70,1283
126,349
85,1139
15,540
99,820
90,1255
116,1379
72,1628
32,990
121,249
37,1145
38,506
138,777
69,1122
101,228
63,847
61,1287
134,1054
96,1193
66,1409
61,942
14,654
65,1608
144,691
19,160
11,1462
85,1078
118,897
49,1231
39,1541
26,1016
42,1039
149,785
116,238
38,173
52,159
79,827
134,371
133,1024
107,947
88,206
100,380
80,390
142,1091
16,1639
113,484
60,774
146,406
92,493
108,1008
96,864
72,233
134,1344
5,1177
142,491
74,924
141,787
143,187
97,749
79,1182
141,501
101,1269
82,1579
33,1118
140,201
94,644
70,377
36,1365
53,353
104,1545
70,292
74,268
56,612
89,1630
140,590
26,1558
49,572
125,1539
130,445
99,1604
41,483
134,1642
7,1030
114,1573
53,727
43,313
84,945
51,740
80,182
131,983
14,719
149,725
127,1356
8,887
4,1612
51,557
115,1408
107,297
11,1530
119,340
55,251
40,1020
129,1263
88,1069
1,1446
44,858
84,353
107,1083
93,978
145,243
132,1591
138,1443
110,646
111,513
23,1589
107,1070
21,970
18,1629
135,307
80,738
32,1600
5,646
148,993
128,782
6,1194
107,312
145,1162
31,203
36,282
95,1627
105,337
96,581
127,181
80,507
18,1068
68,1046
83,742
71,298
130,475
130,1241
109,587
121,641
90,862
1,493
71,1160
134,1196
105,1647
130,1159
145,516
29,160
29,875
106,1232
109,740
56,965
128,1181
31,1275
41,1579
116,697
65,985
58,1554
67,598
66,804
62,533
142,265
121,1106
103,1144
64,535
96,594
111,1158
18,594
111,1632
86,1180
128,577
115,778
96,496
127,683
67,1211
66,1193
44,1094
78,1647
113,638
33,924
125,1011
13,174
9,648
90,1462
100,300
20,592
75,949
101,216
41,1312
2,1410
83,1149
39,335
86,1155
44,1568
10,1016
10,1582
129,1607
100,152
85,255
104,1421
124,1171
120,167
121,780
36,214
80,1556
32,473
47,256
52,611
54,1351
27,718
100,1448
140,1649
116,1157
140,899
44,974
44,621
38,1132
104,1446
21,197
10,1350
3,1297
100,729
4,533
141,1113
4,1451
36,1241
146,1380
41,286
42,1332
3,220
27,1511
81,996
145,1229
66,440
92,1074
65,1322
94,1504
107,408
67,1204
59,1335
18,1448
148,322
130,460
36,954
55,1170
18,1144
14,1033
42,1588
82,540
46,669
61,996
142,467
72,402
72,856
22,375
59,967
149,529
135,615
42,1030
108,1509
115,169
18,525
130,689
75,1112
48,1444
88,1286
113,902
77,430
148,1485
20,557
70,341
115,322
18,1370
74,681
21,786
14,1245
21,1577
96,1018
148,1529
100,1191
75,535
101,204
136,1486
100,1039
68,1572
90,1498
6,627
147,331
71,817
74,334
4,199
6,883
23,923
8,1026
75,707
138,1281
72,1375
28,387
57,731
54,680
36,1530
103,884
35,677
139,1362
70,1366
32,844
38,159
2,462
20,440
4,488
1,269
54,193
102,914
11,1573
13,1421
106,306
49,1638
48,652
70,1282
98,630
113,245
34,1367
112,271
80,1599
98,1114
9,1059
3,1191
33,1199
19,928
65,916
75,1012
76,643
42,354
41,798
57,1392
129,952
15,361
72,735
131,318
129,1522
25,1078
139,1546
91,403
121,1590
126,1534
76,502
143,560
44,493
8,1588
14,397
93,1612
141,965
44,1564
84,1342
13,293
92,1212
109,486
61,1315
99,1645
68,944
24,371
131,1308
25,1461
66,810
67,229
61,1646
72,1254
132,863
4,958
134,639
105,920
103,317
100,711
115,1324
21,832
79,562
15,877
9,778
20,343
50,1648
55,546
124,1642
22,678
17,447
46,1488
118,1424
140,273
44,1247
74,996
15,1281
26,951
17,1416
37,330
27,964
47,1465
90,876
100,361
58,1430
96,1498
5,1261
98,181
76,1510
25,989
83,230
17,1265
121,381
22,914
5,812
81,1258
104,863
47,1595
136,1305
95,745
84,319
87,492
35,209
25,1512
148,1529
39,413
53,803
51,994
31,766
65,1267
103,1639
4,1406
43,430
5,1268
115,983
138,1467
140,287
73,764
140,449
95,1302
109,1158
103,1342
146,1342
14,1121
128,928
68,511
46,959
79,812
100,841
53,1165
77,1144
126,707
114,393
108,831
13,707
34,1421
72,833
74,255
54,1440
67,896
136,296
141,1310
90,1131
70,1363
133,555
142,1235
75,443
45,1078
49,1474
9,1109
30,1367
56,914
123,1356
133,824
104,671
67,779
13,1040
58,828
13,399
110,1229
54,1555
23,370
112,480
105,1544
111,757
138,1231
63,1045
130,1373
77,894
51,254
143,972
47,683
128,1075
13,718
68,1097
25,871
84,527
137,577
115,1622
94,268
28,240
98,646
80,1169
14,740
119,1313
1,1625
93,1337
74,1409
51,1409
62,800
24,1244
111,811
19,1329
34,893
90,291
10,392
143,708
67,1381
15,698
28,749
145,1350
138,984
67,268
114,860
64,742
38,231
118,543
34,1487
117,151
139,166
87,705
11,757
57,724
140,1570
101,550
140,1168
149,1089
18,788
144,1615
42,309
91,738
75,1597
24,681
123,555
31,173
2,261
76,1599
26,1541
22,946
35,243
30,768
137,237
19,848
138,728
16,1640
67,624
110,1440
118,213
24,210
120,997
110,296
114,1197
140,1115
36,186
115,924
108,1004
145,298
136,647
121,1083
106,1327
16,1564
141,692
59,1361
6,380
66,867
95,299
95,565
29,1580
52,597
108,1596
141,546
86,189
56,422
39,1329
43,272
79,1044
59,819
5,188
34,1377
62,1616
79,1093
27,1563
25,928
52,469
33,1089
52,172
13,873
75,412
112,631
63,790
135,1576
101,825
12,900
23,1195
12,320
70,497
46,341
69,1236
69,1034
111,493
26,1185
116,1224
57,572
53,626
6,629
72,798
23,1369
131,1040
116,663
69,1155
47,1207
1,221
146,739
46,888
82,1610
87,914
89,409
48,801
76,929
71,775
130,379
120,500
78,1008
142,261
30,538
145,365
81,820
106,1101
53,536
91,1306
135,837
38,162
2,652
42,555
93,204
33,1054
123,657
65,1291
75,1064
100,848
75,1117
107,1561
83,157
127,668
54,1089
101,394
79,1252
36,1237
145,1374
114,1406
40,1394
6,1136
17,1575
50,1484
139,1611
96,1144
14,825
105,638
82,843
67,1572
136,1244
14,1207
6,911
50,193
83,671
16,1266
55,1412
62,912
96,655
92,1110
44,587
145,1575
125,1026
113,174
99,649
16,1544
129,619
147,1102
89,1328
146,1560
98,276
51,862
68,1553
134,1007
41,1465
53,608
19,1050
107,1107
87,1308
5,1048
89,194
142,648
77,633
74,305
140,1614
67,1572
31,364
44,1617
73,1387
77,1091
44,1147
121,746
126,1484
62,412
64,634
135,1153
48,1355
145,349
96,1292
61,701
125,1425
72,1068
74,344
130,821
99,1369
43,1564
15,964
34,776
120,820
32,704
46,846
143,668
50,252
64,344
74,526
39,744
8,1042
65,978
15,693
94,1428
43,504
76,428
3,299
51,383
65,1076
111,336
85,1489
105,1350
18,1259
134,1374
36,774
130,614
76,226
65,1322
124,620
81,998
60,898
137,987
137,1410
18,1058
145,717
33,890
25,235
99,1418
75,1543
4,915
139,1375
138,1293
90,1299
114,205
93,1161
50,1068
36,1211
77,818
134,1292
56,329
80,967
54,1488
94,1520
149,1247
84,317
76,1566
120,189
78,264
91,490
130,1349
137,987
50,180
107,1536
115,1546
49,319
98,695
48,582
16,782
9,795
5,411
47,424
66,998
83,246
108,1575
137,817
55,927
72,909
44,1002
55,689
100,1042
35,489
96,1223
85,1597
107,940
46,552
15,616
101,1540
104,656
15,1503
99,168
121,378
60,1026
51,198
24,1620
42,443
61,1148
13,809
114,251
116,216
49,1001
49,883
93,545
50,188
41,1211
106,1605
30,1466
145,1083
71,1049
141,1325
137,1475
133,1363
125,730
4,236
91,1198
78,323
63,1476
61,768
75,266
41,770
37,1575
21,1523
38,1202
142,1595
84,283
142,1462
58,180
74,1030
101,875
8,686
131,479
148,924
37,280
41,638
47,1195
123,1200
60,1106
94,1358
24,345
32,1525
48,560
114,437
8,161
18,793
9,804
106,1580
137,1241
106,1085
35,1195
80,220
92,1044
45,696
116,1553
59,1548
110,1462
27,396
11,1212
89,1059
61,717
112,570
118,798
146,1642
115,1069
149,856
145,236
13,558
86,582
29,796
76,1135
11,1590
21,1054
86,1568
20,1096
67,614
6,1390
31,1337
22,1499
63,1473
143,362
104,967
6,1424
148,1235
34,480
103,774
72,1113
95,500
54,281
90,1181
10,1246
64,1558
87,296
147,1157
32,189
54,1583
53,372
138,415
50,1252
39,1430
42,1358
61,1448
140,823
75,1620
129,1318
135,1215
76,487
1,370
86,556
133,1469
15,785
34,1387
113,544
56,196
101,1081
104,331
58,570
22,680
66,1150
64,504
85,1002
52,677
14,495
24,365
84,1418
46,819
44,722
149,1547
82,949
87,1397
86,924
81,787
102,648
117,378
30,1515
59,560
87,1483
90,470
65,365
66,1618
145,1217
47,880
53,444
83,637
32,1314
44,1285
50,911
79,1434
63,881
134,1570
61,1503
65,458
38,236
72,1517
69,415
48,1376
68,1585
62,719
58,992
72,1518
56,1102
138,1275
59,1028
23,303
106,749
128,1488
128,890
54,1322
24,656
83,841
9,372
19,1124
66,318
20,748
17,703
55,1640
98,637
11,1521
112,579
77,1624
134,1272
85,854
129,444
83,909
60,238
127,1515
29,1288
47,404
133,1318
105,1241
95,889
137,249
43,631
83,570
109,1289
70,701
83,623
35,1417
123,870
99,1339
60,739
28,474
69,799
61,481
82,1017
8,1170
126,696
135,938
13,1625
75,1399
141,665
121,1287
11,618
138,831
71,1201
2,1341
63,1004
106,1413
132,761
45,1168
118,166
146,1218
92,626
88,1402
86,176
76,926
35,491
106,1088
105,639
77,269
146,1647
66,822
133,439
97,998
50,175
54,1133
58,988
74,184
13,836
73,239
56,1171
101,1550
122,534
33,1282
9,1272
117,1474
130,1423
37,562
99,703
116,277
92,348
59,1428
122,1195
36,1417
117,916
104,1569
93,1111
65,391
58,674
149,622
52,745
125,1288
115,1123
38,429
147,1585
25,621
8,368
27,203
18,1391
15,1262
3,868
25,1156
82,239
38,278
56,1569
98,1243
110,1281
141,1080
127,1292
15,565
89,461
120,1539
80,745
140,686
92,479
125,1623
95,161
78,1354
46,1283
146,688
131,327
43,295
90,166
142,870
90,1332
94,1524
14,551
43,1106
58,536
16,686
5,238
134,438
136,954
108,700
136,385
45,1399
84,342
117,849
2,291
126,1320
82,244
121,782
61,199
93,285
13,379
33,1290
43,1571
90,905
78,567
134,743
77,320
122,1360
10,307
137,890
20,547
52,749
41,808
84,475
56,192
59,934
56,1615
80,1264
99,368
41,860
38,1530
75,824
96,197
93,783
10,462
137,1566
71,245
48,157
144,1008
140,1279
68,272
35,940
87,1351
24,394
79,305
112,1603
147,1204
22,522
142,183
14,169
30,1216
137,1367
120,618
98,1005
133,904
34,1538
72,710
7,775
87,836
20,1563
126,318
17,1101
87,368
126,844
97,886
113,1596
114,837
26,1380
15,1184
132,1361
91,1156
43,1157
85,717
100,1336
127,976
76,1054
44,195
21,1200
125,515
114,918
67,314
103,1201
53,764
39,239
19,1463
111,1000
53,188
41,450
116,1559
33,1369
91,741
5,1591
73,418
143,828
4,666
79,1457
147,355
37,1213
83,1007
86,1202
95,225
119,201
74,1566
47,436
52,1110
119,1344
48,1332
30,1507
31,367
67,1164
91,775
26,320
2,495
142,715
137,237
69,550
113,840
47,1497
113,1248
26,738
61,584
4,1105
74,1608
139,970
96,510
127,1558
13,1266
63,1529
94,1320
35,1462
115,856
107,355
136,415
121,405
107,924
20,1634
20,415
85,947
121,157
145,658
39,1112
91,637
141,1584
79,460
63,237
119,739
110,568
70,493
46,980
98,1626
48,951
84,319
50,425
113,955
93,881
104,1407
147,1379
36,871
68,359
51,1482
44,1175
120,1097
136,1193
121,1103
44,1052
66,1472
97,1484
126,369
8,740
48,564
88,1591
128,297
116,1409
119,731
110,1445
126,476
100,1323
72,506
140,588
24,376
38,919
144,1593
13,610
1,1628
52,797
60,428
148,597
73,1004
8,1278
44,608
10,1094
70,256
33,568
125,1397
124,360
132,1056
46,314
149,248
48,505
65,1182
55,416
9,1384
60,162
6,1013
35,1019
30,1558
13,904
71,1368
45,744
66,1557
78,749
79,1163
72,534
21,271
127,1571
134,796
22,336
68,474
147,380
51,928
111,1034
29,176
4,152
122,934
66,827
90,524
46,1353
8,852
11,363
132,1617
93,183
50,1431
140,1462
44,1282
132,1500
74,156
18,987
70,428
24,500
78,274
58,506
110,1590
69,165
119,833
87,1281
28,917
102,1403
113,694
55,1196
124,385
105,342
84,371
14,1174
51,1362
145,453
31,1089
20,1500
13,427
39,174
45,1564
1,756
82,1409
19,1060
82,728
145,895
129,364
13,1531
76,304
110,820
53,421
7,1513
23,1232
49,1236
135,678
23,1339
10,1278
46,1507
97,1175
134,975
134,914
89,994
32,939
43,1516
106,723
54,430
146,1113
101,483
8,655
35,1470
77,452
27,197
123,237
75,1385
141,697
33,1550
12,399
77,607
72,1221
21,501
88,788
56,1397
76,1327
84,1450
67,1394
51,525
53,1199
121,816
14,447
147,564
124,926
18,1145
66,707
134,836
139,1122
57,954
87,244
122,1176
49,881
6,170
142,1606
18,265
29,1532
143,807
27,578
43,1337
69,397
81,634
18,788
9,1548
83,711
110,771
51,870
80,830
105,263
24,339
131,629
138,1001
137,1388
33,431
12,1517
55,271
8,635
113,635
139,389
83,420
102,1221
66,1585
107,603
135,257
123,1071
74,419
55,439
33,1226
95,1495
29,277
116,1085
44,900
44,1571
5,532
19,539
145,1413
121,809
113,1187
116,1565
102,672
91,1089
80,977
124,797
112,611
56,770
53,247
135,1616
110,1403
22,410
55,172
64,1565
126,1188
16,522
7,1279
36,795
25,885
2,1038
147,1321
102,744
67,828
119,950
19,290
12,294
104,1428
123,351
149,309
73,1152
63,629
111,785
142,576
84,766
82,799
29,1483
141,822
115,923
70,1483
47,237
147,809
3,884
61,562
32,1461
64,1193
118,750
145,1187
35,382
23,355
27,1064
136,709
39,232
131,1459
11,656
77,1646
90,240
57,1400
127,583
32,907
121,203
40,1289
76,634
55,943
45,306
77,743
82,538
113,915
36,1032
5,1044
45,175
35,1114
139,909
118,1174
75,1172
85,1436
135,1106
41,908
50,701
72,692
106,1516
86,987
14,1097
130,1433
135,197
149,638
137,948
113,1228
113,537
14,319
80,419
133,654
80,1597
91,910
133,588
140,1367
5,1399
70,316
27,904
46,466
20,599
88,1167
94,389
146,523
61,156
139,1247
66,950
21,1466
56,1091
147,1619
141,327
62,1373
74,843
47,354
48,154
128,689
82,1267
128,1524
123,1460
119,736
106,1125
54,374
29,868
100,1441
132,1042
129,374
93,1089
61,293
1,650
123,1203
130,417
86,1242
37,1458
141,380
145,1520
116,1629
105,538
19,226
63,1093
72,1529
117,473
58,359
69,892
148,1201
94,1109
21,1486
75,771
54,1291
87,1616
90,373
59,1426
117,847
14,1308
111,1439
14,670
53,1262
53,637
64,748
77,508
132,493
11,716
55,579
30,1283
55,393
72,620
10,322
129,389
22,1598
141,182
149,1549
23,1428
39,1059
42,615
74,834
130,1098
116,480
143,747
42,904
89,348
110,509
130,202
98,380
78,200
66,1580
62,1285
116,836
60,1399
16,1134
110,1134
15,1635
129,791
75,1364
93,563
134,1211
11,1099
60,1220
103,174
80,865
62,1255
136,949
13,878
62,356
67,726
118,1064
63,813
66,484
139,1202
46,1361
31,1486
70,573
114,1065
105,852
143,411
71,1647
27,1045
121,224
41,1326
2,865
88,225
7,867
112,1336
128,1182
41,1566
109,1115
83,519
128,1417
98,151
141,693
128,226
72,740
7,234
122,1237
60,429
4,503
34,1456
12,770
28,1141
103,939
111,1518
142,265
128,1503
95,1053
54,1322
93,324
147,581
17,526
148,282
116,827
125,1600
37,682
1,668
98,151
60,1597
39,1287
64,211
5,400
47,1174
61,1607
14,816
8,227
24,170
96,684
54,1315
40,639
104,694
35,457
56,691
83,1338
131,1204
59,541
39,1215
33,534
124,1094
60,955
33,374
14,433
74,460
116,1159
79,998
89,539
48,516
30,1463
40,566
118,649
109,253
140,1647
12,1225
41,310
53,180
104,1403
35,1045
72,1409
139,1641
139,1594
76,917
43,962
88,244
149,1565
23,484
59,1239
90,917
119,412
82,739
125,189
140,1216
99,562
82,688
25,865
32,1197
61,418
39,343
47,494
10,1463
49,1011
67,345
17,453
51,778
133,697
4,999
141,1133
8,345
34,593
43,415
65,1315
116,612
49,1190
106,805
37,255
67,1386
84,956
121,1078
146,182
146,886
82,201
118,892
91,884
68,607
87,722
55,318
109,416
116,1475
137,873
21,729
38,842
120,875
129,364
23,170
64,1406
107,1541
37,1527
91,549
33,632
14,793
13,630
81,443
24,1389
139,1409
135,382
59,868
83,1006
48,1329
51,903
88,510
72,462
106,198
28,388
66,563
43,1365
8,314
102,961
120,226
24,666
104,244
74,654
31,267
122,667
100,1156
34,1524
36,1019
72,174
51,358
8,397
131,411
119,735
29,1609
27,969
141,184
86,706
50,256
92,270
116,1259
108,412
114,1639
120,1063
11,1271
11,323
127,200
66,1543
75,435
77,546
125,1304
146,498
54,1643
6,734
31,998
18,709
120,790
77,827
61,1331
50,1615
30,462
61,719
58,1180
21,281
71,1222
91,684
147,860
97,496
142,613
48,434
132,893
67,756
23,678
70,221
69,1186
117,746
90,501
29,533
147,587
143,1642
83,1385
34,788
54,1025
141,1370
3,1058
124,1269
121,572
140,358
77,1353
124,867
15,186
123,154
91,692
87,837
37,544
16,817
142,1415
60,486
93,386
147,1452
62,264
54,985
17,1643
119,1464
123,1200
87,684
57,900
144,598
84,1526
52,1207
128,448
103,1178
139,1468
41,1332
92,1626
27,1069
60,893
92,1415
41,268
83,823
20,706
116,1220
63,345
129,1163
65,935
33,379
140,1134
124,808
133,517
91,1014
38,335
50,563
138,1625
146,251
36,1552
23,506
78,212
111,523
9,1380
3,999
95,255
60,940
148,643
72,1191
60,488
135,1383
54,1423
51,614
146,575
135,1157
16,660
20,759
21,294
120,788
110,1371
30,1485
19,178
127,1379
56,886
112,1222
89,153
8,1150
126,948
40,1338
88,672
11,515
93,1490
28,1515
4,729
72,1407
129,525
103,1427
75,1582
119,1447
149,687
100,704
35,165
19,571
113,1058
125,212
140,737
94,431
8,396
34,1448
118,368
16,1047
126,944
110,1464
50,300
51,972
7,452
45,1613
57,1513
149,848
26,1106
27,232
142,202
113,545
109,1087
45,212
125,661
92,1232
143,1443
16,1597
102,975
111,1035
137,363
144,1068
86,1429
135,1505
47,1472
73,660
58,1597
21,1559
123,937
60,974
18,1328
46,579
104,1436
1,590
6,698
112,1455
119,1012
142,234
118,272
51,1128
48,500
135,851
23,411
14,1329
58,1610
45,422
143,474
40,778
122,1503
125,1082
143,659
144,529
136,514
140,1153
29,1426
58,1485
48,953
126,551
67,782
6,679
24,407
81,159
56,1168
93,780
36,203
54,993
30,575
80,557
83,1165
17,1474
76,350
132,556
101,513
145,803
87,1570
107,1369
16,274
20,375
102,756
100,1192
59,1359
132,1468
32,1256
81,570
12,322
21,476
25,678
97,201
129,1143
42,1247
40,869
132,1073
10,1327
64,1197
8,845
18,501
124,322
125,1553
58,846
93,1620
5,1277
145,1578
76,675
148,1488
97,856
15,1172
56,203
84,1562
58,916
39,444
18,1165
107,1395
105,1188
142,1459
18,337
2,362
111,391
6,980
44,764
117,194
41,1333
63,474
109,301
36,672
115,1094
119,174
16,1308
126,1561
93,291
97,1617
118,666
103,816
76,1388
126,516
131,886
35,180
138,1083
97,1582
53,261
80,734
87,1473
71,262
131,217
132,1372
26,773
68,1483
130,261
18,1626
23,555
56,1513
132,378
118,305
70,1457
99,1139
44,1546
62,1059
19,928
90,545
60,1568
20,1629
53,1638
95,677
78,464
122,186
129,704
57,725
12,302
128,540
31,513
52,562
17,710
138,1310
112,1044
9,589
62,259
87,254
4,904
138,845
16,1371
74,753
116,784
18,1388
95,1201
118,1383
145,1377
119,461
114,902
143,1209
85,456
134,678
70,1285
18,1301
95,1613
47,385
147,1273
130,1403
71,710
4,1512
100,1458
32,1467
42,822
63,1138
107,653
24,488
120,1374
92,969
38,1526
111,492
131,236
81,751
107,860
