node_id,text
278,"And it must follow, as the night the day, thou canst not then be false to any man."
279,Tempt not a desperate man.
280,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
281,Tempt not a desperate man.
282,True is it that we have seen better days.
283,Can one desire too much of a good thing?.
284,For you and I are past our dancing days.
285,"I will speak daggers to her, but use none."
286,Do you think I am easier to be played on than a pipe?
287,"The world is grown so bad, that wrens make prey where eagles dare not perch."
288,For you and I are past our dancing days.
289,"So wise so young, they say, do never live long."
290,"The lady doth protest too much, methinks."
291,"It is the east, and Juliet is the sun."
292,"There is nothing either good or bad, but thinking makes it so."
293,Tempt not a desperate man.
294,"I will speak daggers to her, but use none."
295,This above all: to thine own self be true.
296,Off with his head!
297,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
298,"The world is grown so bad, that wrens make prey where eagles dare not perch."
299,How bitter a thing it is to look into happiness through another man's eyes!
300,Rich gifts wax poor when givers prove unkind.
301,Now is the winter of our discontent.
302,Wisely and slow; they stumble that run fast.
303,Not stepping o'er the bounds of modesty.
304,I like this place and willingly could waste my time in it.
305,Off with his head!
306,Brevity is the soul of wit.
307,"Though this be madness, yet there is method in 't."
308,A horse! a horse! my kingdom for a horse!.
309,A horse! a horse! my kingdom for a horse!.
310,Tempt not a desperate man.
311,That it should come to this!.
312,The play 's the thing wherein I'll catch the conscience of the king.
313,"The world is grown so bad, that wrens make prey where eagles dare not perch."
314,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
315,O! she doth teach the torches to burn bright.
316,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love."
317,"The fool doth think he is wise, but the wise man knows himself to be a fool."
318,Can one desire too much of a good thing?.
319,Tempt not a desperate man.
320,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
321,True is it that we have seen better days.
322,"O Romeo, Romeo! wherefore art thou Romeo?."
323,I like this place and willingly could waste my time in it.
324,That it should come to this!.
325,Wisely and slow; they stumble that run fast.
326,What's in a name? That which we call a rose by any other name would smell as sweet.
327,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
328,Off with his head!
329,Can one desire too much of a good thing?.
330,"O Romeo, Romeo! wherefore art thou Romeo?."
331,"The world is grown so bad, that wrens make prey where eagles dare not perch."
332,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
333,"I will speak daggers to her, but use none."
334,"And it must follow, as the night the day, thou canst not then be false to any man."
335,Not stepping o'er the bounds of modesty.
336,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
337,Wisely and slow; they stumble that run fast.
338,True is it that we have seen better days.
339,Not stepping o'er the bounds of modesty.
340,"O Romeo, Romeo! wherefore art thou Romeo?."
341,"The world is grown so bad, that wrens make prey where eagles dare not perch."
342,Tempt not a desperate man.
343,"It is the east, and Juliet is the sun."
344,In my mind's eye.
345,A horse! a horse! my kingdom for a horse!.
346,A horse! a horse! my kingdom for a horse!.
347,"And it must follow, as the night the day, thou canst not then be false to any man."
348,The play 's the thing wherein I'll catch the conscience of the king.
349,"And it must follow, as the night the day, thou canst not then be false to any man."
350,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
351,I like this place and willingly could waste my time in it.
352,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
353,The king's name is a tower of strength.
354,"When sorrows come, they come not single spies, but in battalions."
355,That it should come to this!.
356,Brevity is the soul of wit.
357,For you and I are past our dancing days.
358,Off with his head!
359,"To be, or not to be: that is the question."
360,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
361,In my mind's eye.
362,True is it that we have seen better days.
363,For you and I are past our dancing days.
364,How bitter a thing it is to look into happiness through another man's eyes!
365,I like this place and willingly could waste my time in it.
366,"The fool doth think he is wise, but the wise man knows himself to be a fool."
367,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
368,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
369,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
370,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
371,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
372,"And it must follow, as the night the day, thou canst not then be false to any man."
373,True is it that we have seen better days.
374,Not stepping o'er the bounds of modesty.
375,Wisely and slow; they stumble that run fast.
376,"The fool doth think he is wise, but the wise man knows himself to be a fool."
377,In my mind's eye.
378,"O Romeo, Romeo! wherefore art thou Romeo?."
379,Now is the winter of our discontent.
380,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
381,"An honest tale speeds best, being plainly told."
382,The king's name is a tower of strength.
383,For you and I are past our dancing days.
384,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
385,O! she doth teach the torches to burn bright.
386,The king's name is a tower of strength.
387,The play 's the thing wherein I'll catch the conscience of the king.
388,How bitter a thing it is to look into happiness through another man's eyes!
389,Now is the winter of our discontent.
390,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
391,"O Romeo, Romeo! wherefore art thou Romeo?."
392,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
393,True is it that we have seen better days.
394,I like this place and willingly could waste my time in it.
395,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
396,Can one desire too much of a good thing?.
397,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
398,A horse! a horse! my kingdom for a horse!.
399,Rich gifts wax poor when givers prove unkind.
400,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
401,Brevity is the soul of wit.
402,"The world is grown so bad, that wrens make prey where eagles dare not perch."
403,How bitter a thing it is to look into happiness through another man's eyes!
404,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
405,For you and I are past our dancing days.
406,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
407,"The fool doth think he is wise, but the wise man knows himself to be a fool."
408,"So wise so young, they say, do never live long."
409,Rich gifts wax poor when givers prove unkind.
410,"Though this be madness, yet there is method in 't."
411,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
412,How bitter a thing it is to look into happiness through another man's eyes!
413,Do you think I am easier to be played on than a pipe?
414,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
415,"So wise so young, they say, do never live long."
416,For ever and a day.
417,Not stepping o'er the bounds of modesty.
418,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
419,Can one desire too much of a good thing?.
420,Now is the winter of our discontent.
421,"So wise so young, they say, do never live long."
422,"So wise so young, they say, do never live long."
423,Can one desire too much of a good thing?.
424,"It is the east, and Juliet is the sun."
425,Tempt not a desperate man.
426,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
427,I like this place and willingly could waste my time in it.
428,What's in a name? That which we call a rose by any other name would smell as sweet.
429,Not stepping o'er the bounds of modesty.
430,In my mind's eye.
431,Off with his head!
432,"The fool doth think he is wise, but the wise man knows himself to be a fool."
433,The play 's the thing wherein I'll catch the conscience of the king.
434,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
435,"An honest tale speeds best, being plainly told."
436,The king's name is a tower of strength.
437,"It is the east, and Juliet is the sun."
438,"An honest tale speeds best, being plainly told."
439,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
440,"The world is grown so bad, that wrens make prey where eagles dare not perch."
441,What's in a name? That which we call a rose by any other name would smell as sweet.
442,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
443,"The fool doth think he is wise, but the wise man knows himself to be a fool."
444,"So wise so young, they say, do never live long."
445,"The lady doth protest too much, methinks."
446,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
447,What's in a name? That which we call a rose by any other name would smell as sweet.
448,A horse! a horse! my kingdom for a horse!.
449,Now is the winter of our discontent.
450,"I will speak daggers to her, but use none."
451,O! she doth teach the torches to burn bright.
452,Tempt not a desperate man.
453,This above all: to thine own self be true.
454,In my mind's eye.
455,For ever and a day.
456,Now is the winter of our discontent.
457,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
458,I like this place and willingly could waste my time in it.
459,Not stepping o'er the bounds of modesty.
460,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
461,"It is the east, and Juliet is the sun."
462,That it should come to this!.
463,"The fool doth think he is wise, but the wise man knows himself to be a fool."
464,"There is nothing either good or bad, but thinking makes it so."
465,"The fool doth think he is wise, but the wise man knows himself to be a fool."
466,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
467,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
468,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
469,"The fool doth think he is wise, but the wise man knows himself to be a fool."
470,The play 's the thing wherein I'll catch the conscience of the king.
471,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
472,"It is the east, and Juliet is the sun."
473,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
474,The king's name is a tower of strength.
475,"It is the east, and Juliet is the sun."
476,"When sorrows come, they come not single spies, but in battalions."
477,"The world is grown so bad, that wrens make prey where eagles dare not perch."
478,This above all: to thine own self be true.
479,Tempt not a desperate man.
480,"So wise so young, they say, do never live long."
481,For ever and a day.
482,"Though this be madness, yet there is method in 't."
483,"And it must follow, as the night the day, thou canst not then be false to any man."
484,The play 's the thing wherein I'll catch the conscience of the king.
485,Do you think I am easier to be played on than a pipe?
486,What's in a name? That which we call a rose by any other name would smell as sweet.
487,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
488,How bitter a thing it is to look into happiness through another man's eyes!
489,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
490,Tempt not a desperate man.
491,"It is the east, and Juliet is the sun."
492,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
493,O! she doth teach the torches to burn bright.
494,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
495,True is it that we have seen better days.
496,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
497,The play 's the thing wherein I'll catch the conscience of the king.
498,Brevity is the soul of wit.
499,The play 's the thing wherein I'll catch the conscience of the king.
500,"The world is grown so bad, that wrens make prey where eagles dare not perch."
501,What's in a name? That which we call a rose by any other name would smell as sweet.
502,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
503,"It is the east, and Juliet is the sun."
504,Off with his head!
505,True is it that we have seen better days.
506,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love."
507,I like this place and willingly could waste my time in it.
508,"It is the east, and Juliet is the sun."
509,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
510,For you and I are past our dancing days.
511,"And it must follow, as the night the day, thou canst not then be false to any man."
512,Do you think I am easier to be played on than a pipe?
513,"And it must follow, as the night the day, thou canst not then be false to any man."
514,Off with his head!
515,What's in a name? That which we call a rose by any other name would smell as sweet.
516,Can one desire too much of a good thing?.
517,"A little more than kin, and less than kind."
518,I like this place and willingly could waste my time in it.
519,"A little more than kin, and less than kind."
520,"There is nothing either good or bad, but thinking makes it so."
521,I like this place and willingly could waste my time in it.
522,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
523,"To be, or not to be: that is the question."
524,For ever and a day.
525,For ever and a day.
526,How bitter a thing it is to look into happiness through another man's eyes!
527,True is it that we have seen better days.
528,How bitter a thing it is to look into happiness through another man's eyes!
529,Tempt not a desperate man.
530,"I will speak daggers to her, but use none."
531,Do you think I am easier to be played on than a pipe?
532,O! she doth teach the torches to burn bright.
533,Now is the winter of our discontent.
534,For ever and a day.
535,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
536,O! she doth teach the torches to burn bright.
537,"The lady doth protest too much, methinks."
538,I like this place and willingly could waste my time in it.
539,"It is the east, and Juliet is the sun."
540,For you and I are past our dancing days.
541,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
542,"The world is grown so bad, that wrens make prey where eagles dare not perch."
543,Not stepping o'er the bounds of modesty.
544,How bitter a thing it is to look into happiness through another man's eyes!
545,For ever and a day.
546,The king's name is a tower of strength.
547,Wisely and slow; they stumble that run fast.
548,For ever and a day.
549,Can one desire too much of a good thing?.
550,"The fool doth think he is wise, but the wise man knows himself to be a fool."
551,Wisely and slow; they stumble that run fast.
552,"The fool doth think he is wise, but the wise man knows himself to be a fool."
553,Now is the winter of our discontent.
554,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
555,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
556,"The world is grown so bad, that wrens make prey where eagles dare not perch."
557,"To be, or not to be: that is the question."
558,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
559,O! she doth teach the torches to burn bright.
560,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
561,"And it must follow, as the night the day, thou canst not then be false to any man."
562,Rich gifts wax poor when givers prove unkind.
563,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
564,The king's name is a tower of strength.
565,Not stepping o'er the bounds of modesty.
566,For you and I are past our dancing days.
567,What's in a name? That which we call a rose by any other name would smell as sweet.
568,"So wise so young, they say, do never live long."
569,For ever and a day.
570,How bitter a thing it is to look into happiness through another man's eyes!
571,True is it that we have seen better days.
572,Off with his head!
573,Tempt not a desperate man.
574,For you and I are past our dancing days.
575,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
576,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
577,"So wise so young, they say, do never live long."
578,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
579,Not stepping o'er the bounds of modesty.
580,True is it that we have seen better days.
581,"The lady doth protest too much, methinks."
582,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
583,Can one desire too much of a good thing?.
584,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love."
585,Now is the winter of our discontent.
586,Tempt not a desperate man.
587,"An honest tale speeds best, being plainly told."
588,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
589,The play 's the thing wherein I'll catch the conscience of the king.
590,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
591,True is it that we have seen better days.
592,Rich gifts wax poor when givers prove unkind.
593,"Though this be madness, yet there is method in 't."
594,Tempt not a desperate man.
595,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
596,The king's name is a tower of strength.
597,"A little more than kin, and less than kind."
598,A horse! a horse! my kingdom for a horse!.
599,"To be, or not to be: that is the question."
600,"I will speak daggers to her, but use none."
601,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
602,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
603,"The fool doth think he is wise, but the wise man knows himself to be a fool."
604,"So wise so young, they say, do never live long."
605,"The fool doth think he is wise, but the wise man knows himself to be a fool."
606,Now is the winter of our discontent.
607,The king's name is a tower of strength.
608,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
609,"So wise so young, they say, do never live long."
610,"When sorrows come, they come not single spies, but in battalions."
611,I like this place and willingly could waste my time in it.
612,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
613,This above all: to thine own self be true.
614,Can one desire too much of a good thing?.
615,Wisely and slow; they stumble that run fast.
616,"An honest tale speeds best, being plainly told."
617,Now is the winter of our discontent.
618,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
619,The king's name is a tower of strength.
620,"So wise so young, they say, do never live long."
621,"The world is grown so bad, that wrens make prey where eagles dare not perch."
622,Now is the winter of our discontent.
623,"To be, or not to be: that is the question."
624,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love."
625,That it should come to this!.
626,Do you think I am easier to be played on than a pipe?
627,"Though this be madness, yet there is method in 't."
628,Wisely and slow; they stumble that run fast.
629,"A little more than kin, and less than kind."
630,This above all: to thine own self be true.
631,"The world is grown so bad, that wrens make prey where eagles dare not perch."
632,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
633,True is it that we have seen better days.
634,"And it must follow, as the night the day, thou canst not then be false to any man."
635,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
636,"An honest tale speeds best, being plainly told."
637,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
638,How bitter a thing it is to look into happiness through another man's eyes!
639,Wisely and slow; they stumble that run fast.
640,A horse! a horse! my kingdom for a horse!.
641,"An honest tale speeds best, being plainly told."
642,This above all: to thine own self be true.
643,Now is the winter of our discontent.
644,True is it that we have seen better days.
645,Wisely and slow; they stumble that run fast.
646,"The world is grown so bad, that wrens make prey where eagles dare not perch."
647,"Though this be madness, yet there is method in 't."
648,In my mind's eye.
649,"O Romeo, Romeo! wherefore art thou Romeo?."
650,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
651,O! she doth teach the torches to burn bright.
652,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
653,How bitter a thing it is to look into happiness through another man's eyes!
654,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
655,I like this place and willingly could waste my time in it.
656,Off with his head!
657,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
658,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
659,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
660,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
661,Now is the winter of our discontent.
662,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
663,For you and I are past our dancing days.
664,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
665,For ever and a day.
666,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
667,"When sorrows come, they come not single spies, but in battalions."
668,O! she doth teach the torches to burn bright.
669,The play 's the thing wherein I'll catch the conscience of the king.
670,Tempt not a desperate man.
671,"An honest tale speeds best, being plainly told."
672,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
673,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
674,The play 's the thing wherein I'll catch the conscience of the king.
675,Do you think I am easier to be played on than a pipe?
676,Can one desire too much of a good thing?.
677,Can one desire too much of a good thing?.
678,For you and I are past our dancing days.
679,Off with his head!
680,"When sorrows come, they come not single spies, but in battalions."
681,Can one desire too much of a good thing?.
682,"So wise so young, they say, do never live long."
683,"The fool doth think he is wise, but the wise man knows himself to be a fool."
684,Can one desire too much of a good thing?.
685,Not stepping o'er the bounds of modesty.
686,The play 's the thing wherein I'll catch the conscience of the king.
687,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
688,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
689,"And it must follow, as the night the day, thou canst not then be false to any man."
690,For ever and a day.
691,In my mind's eye.
692,A horse! a horse! my kingdom for a horse!.
693,"The lady doth protest too much, methinks."
694,True is it that we have seen better days.
695,This above all: to thine own self be true.
696,For you and I are past our dancing days.
697,I like this place and willingly could waste my time in it.
698,How bitter a thing it is to look into happiness through another man's eyes!
699,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
700,Tempt not a desperate man.
701,"The lady doth protest too much, methinks."
702,Off with his head!
703,Not stepping o'er the bounds of modesty.
704,"An honest tale speeds best, being plainly told."
705,"And it must follow, as the night the day, thou canst not then be false to any man."
706,What's in a name? That which we call a rose by any other name would smell as sweet.
707,Tempt not a desperate man.
708,Brevity is the soul of wit.
709,"O Romeo, Romeo! wherefore art thou Romeo?."
710,O! she doth teach the torches to burn bright.
711,"Though this be madness, yet there is method in 't."
712,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
713,The play 's the thing wherein I'll catch the conscience of the king.
714,"So wise so young, they say, do never live long."
715,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love."
716,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
717,"An honest tale speeds best, being plainly told."
718,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
719,"So wise so young, they say, do never live long."
720,True is it that we have seen better days.
721,Now is the winter of our discontent.
722,The king's name is a tower of strength.
723,How bitter a thing it is to look into happiness through another man's eyes!
724,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
725,That it should come to this!.
726,Tempt not a desperate man.
727,O! she doth teach the torches to burn bright.
